company_id,company_name,accrual_type,gl_account,frequency,amount,last_booked_date
precisionmfg_inc,PrecisionMfg Inc,Contractor Fees Accrual - Reed Group,6500,monthly,104068.40778634543,2025-10-12
precisionmfg_inc,PrecisionMfg Inc,"Marketing Campaign Accrual - Scott, Mendoza and Harris",7000,quarterly,54409.75104362381,2025-09-15
precisionmfg_inc,PrecisionMfg Inc,"Contractor Fees Accrual - Nelson, Hoffman and Nelson",6500,monthly,197982.31902749036,2025-04-04
precisionmfg_inc,PrecisionMfg Inc,Equipment Maintenance - Gilbert PLC,6300,quarterly,120358.12925786503,2025-08-27
precisionmfg_inc,PrecisionMfg Inc,Commission Accrual - Sanchez Ltd,6000,monthly,19533.967614109028,2025-12-04
precisionmfg_inc,PrecisionMfg Inc,"Interest Expense Accrual - Perez, Hall and Garcia",9500,monthly,160188.96958241388,2025-07-22
precisionmfg_inc,PrecisionMfg Inc,Contractor Fees Accrual - Love-Garcia,6500,monthly,170260.31301181545,2025-01-08
precisionmfg_inc,PrecisionMfg Inc,Legal Fees Accrual - Smith PLC,6500,monthly,136340.22762638133,2025-12-02
precisionmfg_inc,PrecisionMfg Inc,Travel Expense Accrual - Russell Group,7200,monthly,143282.30711107777,2025-07-07
precisionmfg_inc,PrecisionMfg Inc,Contractor Fees Accrual - Santos-Avila,6500,monthly,52614.536933662275,2025-02-03
precisionmfg_inc,PrecisionMfg Inc,Warranty Provision - Morris-Brewer,5200,annual,170324.9101745371,2025-12-23
precisionmfg_inc,PrecisionMfg Inc,Legal Fees Accrual - Pearson and Sons,6500,monthly,70691.86515200189,2025-06-27
precisionmfg_inc,PrecisionMfg Inc,"Freight/Shipping Accrual - Rodgers, Jefferson and Johnson",5200,monthly,159334.85903622047,2025-02-26
precisionmfg_inc,PrecisionMfg Inc,Legal Fees Accrual - Butler and Sons,6500,monthly,177928.80331695217,2025-04-09
precisionmfg_inc,PrecisionMfg Inc,Interest Expense Accrual - Osborn Group,9500,monthly,97768.63714518039,2025-01-14
precisionmfg_inc,PrecisionMfg Inc,Audit Fees Accrual - Lopez-Curry,6500,annual,72212.47324642741,2025-02-08
precisionmfg_inc,PrecisionMfg Inc,Equipment Maintenance - Mcdowell-Smith,6300,quarterly,143029.17995994908,2025-12-08
precisionmfg_inc,PrecisionMfg Inc,"Server Hosting Accrual - Morrison, Hebert and Rogers",6300,monthly,66564.08860013988,2025-08-14
precisionmfg_inc,PrecisionMfg Inc,Equipment Maintenance - Hays-Daniels,6300,quarterly,180734.7720186221,2025-01-19
precisionmfg_inc,PrecisionMfg Inc,Freight/Shipping Accrual - Small-Anderson,5200,monthly,123451.69347167145,2025-04-25
precisionmfg_inc,PrecisionMfg Inc,"Commission Accrual - Mcdonald, Lee and Rodriguez",6000,monthly,197456.44277001865,2025-12-22
precisionmfg_inc,PrecisionMfg Inc,Travel Expense Accrual - Simon Ltd,7200,monthly,125617.60942978565,2025-06-10
precisionmfg_inc,PrecisionMfg Inc,Audit Fees Accrual - Higgins-Smith,6500,annual,19774.779914483377,2025-06-14
precisionmfg_inc,PrecisionMfg Inc,Freight/Shipping Accrual - Gibbs-Bradley,5200,monthly,84729.13992992263,2025-09-26
precisionmfg_inc,PrecisionMfg Inc,Freight/Shipping Accrual - Thompson Ltd,5200,monthly,85570.95281059982,2025-10-23
retailco,RetailCo,Rent Expense,6200,monthly,833333.3333333334,2025-12-31
retailco,RetailCo,Utilities,6300,monthly,333333.3333333333,2025-12-31
retailco,RetailCo,Insurance,6400,quarterly,1999999.9999999998,2025-12-31
retailco,RetailCo,Professional Fees,6500,monthly,499999.99999999994,2025-12-31
retailco,RetailCo,Bonus Accrual,6000,annual,10000000.0,2025-12-31
retailco,RetailCo,Warranty Provision - Wilcox-Robertson,5200,annual,82306.38018554001,2025-09-13
retailco,RetailCo,Consulting Fees Accrual - Morales Inc,6500,monthly,103351.81417770678,2025-01-27
retailco,RetailCo,Commission Accrual - Holden Group,6000,monthly,183835.6729388987,2025-05-09
retailco,RetailCo,Freight/Shipping Accrual - Boyle-Smith,5200,monthly,305562.19092906977,2025-10-25
retailco,RetailCo,Legal Fees Accrual - Young-Molina,6500,monthly,144663.59426464874,2025-03-09
retailco,RetailCo,Consulting Fees Accrual - Turner-Sharp,6500,monthly,122057.67725101105,2025-02-16
retailco,RetailCo,Contractor Fees Accrual - Green LLC,6500,monthly,94688.62383265555,2025-05-12
retailco,RetailCo,"Travel Expense Accrual - Young, Contreras and Marshall",7200,monthly,180590.62719140132,2025-10-15
retailco,RetailCo,Consulting Fees Accrual - Sullivan PLC,6500,monthly,327013.59539156593,2025-07-27
retailco,RetailCo,"Commission Accrual - Carrillo, Vaughn and Fowler",6000,monthly,320593.9962457052,2025-09-11
retailco,RetailCo,Audit Fees Accrual - Richardson-Walker,6500,annual,325121.57019323873,2025-02-16
retailco,RetailCo,Server Hosting Accrual - Mendoza Group,6300,monthly,22527.335369293753,2025-07-04
retailco,RetailCo,"Consulting Fees Accrual - Zhang, Brooks and Miles",6500,monthly,139622.07310384934,2025-08-11
retailco,RetailCo,Warranty Provision - Todd-Pham,5200,annual,244533.74695610243,2025-01-26
retailco,RetailCo,Consulting Fees Accrual - Gill Ltd,6500,monthly,134016.9042670459,2025-12-01
retailco,RetailCo,"Audit Fees Accrual - Marks, Miller and Griffin",6500,annual,285617.5984286815,2025-04-10
retailco,RetailCo,"Server Hosting Accrual - Cox, Stark and Rodriguez",6300,monthly,314180.9845437063,2025-09-22
retailco,RetailCo,"Freight/Shipping Accrual - Leach, Harris and Herrera",5200,monthly,259483.8772735162,2025-11-13
retailco,RetailCo,Contractor Fees Accrual - Murphy PLC,6500,monthly,156802.67974099913,2025-09-12
retailco,RetailCo,Equipment Maintenance - Wilson-Harris,6300,quarterly,229675.01852670911,2025-08-06
retailco,RetailCo,"Contractor Fees Accrual - Burns, Nolan and Griffin",6500,monthly,263584.57773271424,2025-02-11
retailco,RetailCo,Legal Fees Accrual - Chavez PLC,6500,monthly,317743.2235221264,2025-07-27
retailco,RetailCo,Property Tax Accrual - Bryant-Brown,6300,annual,206066.06431528306,2025-04-02
retailco,RetailCo,Warranty Provision - Chambers-Parker,5200,annual,261786.08436580884,2025-12-05
retailco,RetailCo,Audit Fees Accrual - Foster Inc,6500,annual,226319.06663205606,2025-06-20
retailco,RetailCo,"Consulting Fees Accrual - Robinson, Jones and Henderson",6500,monthly,69752.29300866577,2025-02-18
retailco,RetailCo,"Server Hosting Accrual - Brown, Mcknight and Michael",6300,monthly,189308.29948022187,2025-03-03
retailco,RetailCo,Commission Accrual - Andersen Group,6000,monthly,226915.675898843,2025-03-19
retailco,RetailCo,Commission Accrual - Mitchell and Sons,6000,monthly,301126.7412456672,2025-02-07
retailco,RetailCo,Property Tax Accrual - Cannon Ltd,6300,annual,110909.16984935972,2025-02-24
retailco,RetailCo,"Audit Fees Accrual - Stuart, Brooks and Vance",6500,annual,332886.89378378243,2025-08-11
retailco,RetailCo,Legal Fees Accrual - Kane-Knox,6500,monthly,42663.330087078466,2025-06-04
retailco,RetailCo,Travel Expense Accrual - Miller-Brandt,7200,monthly,44994.34109557191,2025-06-09
retailco,RetailCo,"Warranty Provision - Anderson, Dalton and Wilson",5200,annual,164456.86355850587,2025-04-08
retailco,RetailCo,"Legal Fees Accrual - Long, Anderson and Irwin",6500,monthly,215737.65952767263,2025-03-04
retailco,RetailCo,Contractor Fees Accrual - Avila LLC,6500,monthly,119538.21046310825,2025-11-26
retailco,RetailCo,Warranty Provision - Nunez-Stephens,5200,annual,319251.3702652436,2025-02-08
retailco,RetailCo,"Commission Accrual - Gray, Hall and Murray",6000,monthly,234322.31577664093,2025-02-23
retailco,RetailCo,Warranty Provision - Hill Ltd,5200,annual,313680.6642852171,2025-03-02
retailco,RetailCo,Legal Fees Accrual - Johnson Ltd,6500,monthly,88321.73162874643,2025-03-22
retailco,RetailCo,Freight/Shipping Accrual - Mendez-Mayer,5200,monthly,277808.2728384304,2025-07-11
retailco,RetailCo,Travel Expense Accrual - Allen Inc,7200,monthly,188486.04243925476,2025-09-19
retailco,RetailCo,Travel Expense Accrual - Wheeler Group,7200,monthly,222642.43088364534,2025-01-21
retailco,RetailCo,"Equipment Maintenance - Powers, Brennan and Sanchez",6300,quarterly,73790.45224600352,2025-11-11
retailco,RetailCo,Legal Fees Accrual - Morales and Sons,6500,monthly,29730.80078160293,2025-01-03
retailco,RetailCo,"Software License Accrual - Robinson, Shields and Brown",6300,monthly,71073.29616071057,2025-06-17
retailco,RetailCo,"Freight/Shipping Accrual - Holder, Young and Hendricks",5200,monthly,318978.57265738427,2025-10-14
retailco,RetailCo,"Server Hosting Accrual - Flores, Harper and Chambers",6300,monthly,317302.40180323005,2025-12-04
retailco,RetailCo,Software License Accrual - Young-Walter,6300,monthly,257844.16247772594,2025-02-11
retailco,RetailCo,"Freight/Shipping Accrual - Boyd, Gutierrez and Hill",5200,monthly,246436.91007312218,2025-03-09
retailco,RetailCo,"Marketing Campaign Accrual - Fry, Hobbs and Buck",7000,quarterly,156774.86590601885,2025-03-01
retailco,RetailCo,"Property Tax Accrual - Shelton, Peters and Williams",6300,annual,73261.66138959913,2025-10-05
retailco,RetailCo,Server Hosting Accrual - David-Powers,6300,monthly,215558.9326594516,2025-11-02
retailco,RetailCo,"Marketing Campaign Accrual - Flores, Butler and Hernandez",7000,quarterly,20493.18607956912,2025-12-13
retailco,RetailCo,Marketing Campaign Accrual - White-Medina,7000,quarterly,179402.8687214543,2025-05-24
retailco,RetailCo,Interest Expense Accrual - Atkinson LLC,9500,monthly,99503.37206922124,2025-04-07
retailco,RetailCo,"Commission Accrual - Thomas, Ford and Brown",6000,monthly,280769.3293556463,2025-06-13
retailco,RetailCo,Server Hosting Accrual - Faulkner-Grant,6300,monthly,232948.0196412636,2025-09-05
retailco,RetailCo,Contractor Fees Accrual - Price LLC,6500,monthly,73658.46940135959,2025-10-11
retailco,RetailCo,Interest Expense Accrual - Rivera Inc,9500,monthly,226161.72171783683,2025-03-17
retailco,RetailCo,Consulting Fees Accrual - Boone-Davis,6500,monthly,111740.24396968281,2025-05-16
retailco,RetailCo,"Consulting Fees Accrual - Calderon, Williams and Bennett",6500,monthly,128591.41139484782,2025-11-22
retailco,RetailCo,"Software License Accrual - Morrison, Russo and Lopez",6300,monthly,24814.683596194456,2025-12-27
retailco,RetailCo,"Software License Accrual - Ramsey, Hansen and Mendoza",6300,monthly,122881.29887397875,2025-05-04
retailco,RetailCo,Audit Fees Accrual - Turner-Stout,6500,annual,102637.83061180933,2025-12-02
retailco,RetailCo,Legal Fees Accrual - Giles Ltd,6500,monthly,58318.91706611424,2025-08-08
retailco,RetailCo,Server Hosting Accrual - Burgess Group,6300,monthly,51649.75991733561,2025-06-27
retailco,RetailCo,Server Hosting Accrual - Dominguez Ltd,6300,monthly,49398.027476716474,2025-07-01
retailco,RetailCo,Commission Accrual - Sanders and Sons,6000,monthly,102006.16564311825,2025-08-25
retailco,RetailCo,"Consulting Fees Accrual - Morris, Campbell and Owens",6500,monthly,223559.68058125203,2025-08-19
retailco,RetailCo,"Travel Expense Accrual - Howard, Green and Hunt",7200,monthly,19097.023026977753,2025-08-10
retailco,RetailCo,Travel Expense Accrual - Owens-Lang,7200,monthly,162708.0256682784,2025-08-07
retailco,RetailCo,"Freight/Shipping Accrual - Harrison, Franco and Rocha",5200,monthly,208999.977609473,2025-10-07
retailco,RetailCo,Consulting Fees Accrual - Edwards-Williams,6500,monthly,92071.01709391939,2025-09-16
retailco,RetailCo,Consulting Fees Accrual - Figueroa Inc,6500,monthly,159030.67467879996,2025-12-01
retailco,RetailCo,Property Tax Accrual - Tran-Silva,6300,annual,254459.32125152298,2025-06-02
retailco,RetailCo,"Commission Accrual - Butler, Hernandez and Rivera",6000,monthly,78002.5667118458,2025-06-21
retailco,RetailCo,Freight/Shipping Accrual - Hudson-Sanchez,5200,monthly,104088.6866571448,2025-08-21
retailco,RetailCo,"Equipment Maintenance - Pena, Cohen and Scott",6300,quarterly,85595.6652705053,2025-08-23
retailco,RetailCo,Commission Accrual - Levy-May,6000,monthly,172785.2035684293,2025-01-15
retailco,RetailCo,Server Hosting Accrual - Murray-Oconnor,6300,monthly,120702.90103636692,2025-11-06
retailco,RetailCo,Freight/Shipping Accrual - Jackson-Cortez,5200,monthly,34637.931280821,2025-10-25
retailco,RetailCo,Software License Accrual - White-Preston,6300,monthly,208112.90444953696,2025-09-22
retailco,RetailCo,"Marketing Campaign Accrual - Bernard, Warren and Combs",7000,quarterly,127458.67049306993,2025-03-05
retailco,RetailCo,Equipment Maintenance - Landry Ltd,6300,quarterly,28190.02904360455,2025-01-06
retailco,RetailCo,Commission Accrual - Duran Group,6000,monthly,146120.73292369457,2025-10-09
retailco,RetailCo,Contractor Fees Accrual - Kirby and Sons,6500,monthly,139788.81466375792,2025-12-24
retailco,RetailCo,Warranty Provision - Mann Inc,5200,annual,162894.73142718457,2025-06-01
retailco,RetailCo,Audit Fees Accrual - Wagner LLC,6500,annual,54846.58453307712,2025-02-25
retailco,RetailCo,Audit Fees Accrual - Williamson Ltd,6500,annual,299747.1788272802,2025-06-21
retailco,RetailCo,"Software License Accrual - Durham, Hopkins and Smith",6300,monthly,212888.7265417255,2025-09-27
retailco,RetailCo,"Freight/Shipping Accrual - Arnold, Smith and Moreno",5200,monthly,191332.87574684422,2025-03-26
retailco,RetailCo,Software License Accrual - Nichols-Mitchell,6300,monthly,130575.46417979086,2025-02-20
retailco,RetailCo,"Equipment Maintenance - Li, Craig and Drake",6300,quarterly,203626.59255391377,2025-12-24
retailco,RetailCo,Property Tax Accrual - Rodriguez Inc,6300,annual,260491.33788469003,2025-09-01
retailco,RetailCo,"Audit Fees Accrual - Hernandez, Lee and Fox",6500,annual,281003.57449751056,2025-04-18
retailco,RetailCo,Commission Accrual - Adams-Sanders,6000,monthly,211779.132875882,2025-09-15
retailco,RetailCo,Marketing Campaign Accrual - Chung-Stevens,7000,quarterly,189856.45753809923,2025-01-24
retailco,RetailCo,Equipment Maintenance - Branch and Sons,6300,quarterly,57594.51836693223,2025-05-23
retailco,RetailCo,Marketing Campaign Accrual - Sutton-Abbott,7000,quarterly,32246.244437544497,2025-05-12
retailco,RetailCo,"Consulting Fees Accrual - Frey, Santos and Johnson",6500,monthly,104694.68902578387,2025-11-22
retailco,RetailCo,Freight/Shipping Accrual - Gray-Tran,5200,monthly,330891.261107855,2025-12-27
retailco,RetailCo,Interest Expense Accrual - Walsh Ltd,9500,monthly,113810.51131683937,2025-07-17
retailco,RetailCo,Contractor Fees Accrual - Miller Group,6500,monthly,141680.98765223578,2025-08-24
retailco,RetailCo,"Software License Accrual - Mueller, Knight and Hodge",6300,monthly,274017.23566518794,2025-07-06
retailco,RetailCo,Legal Fees Accrual - Jacobson Inc,6500,monthly,214718.53508775024,2025-09-03
retailco,RetailCo,Interest Expense Accrual - Lewis Ltd,9500,monthly,279256.7027040875,2025-10-15
retailco,RetailCo,"Contractor Fees Accrual - Alvarez, Williams and Jones",6500,monthly,101158.05169722231,2025-07-26
retailco,RetailCo,Legal Fees Accrual - Lam-Elliott,6500,monthly,133858.41429714006,2025-04-22
retailco,RetailCo,Freight/Shipping Accrual - White LLC,5200,monthly,129262.26906874294,2025-04-08
retailco,RetailCo,Software License Accrual - Ali PLC,6300,monthly,281670.12715500186,2025-04-16
retailco,RetailCo,Consulting Fees Accrual - Goodwin Ltd,6500,monthly,322103.14843577094,2025-10-25
retailco,RetailCo,Warranty Provision - Hickman-Evans,5200,annual,247285.41580893414,2025-07-19
retailco,RetailCo,"Server Hosting Accrual - Allen, Davenport and Price",6300,monthly,301101.60467006586,2025-12-16
retailco,RetailCo,"Property Tax Accrual - Rivera, Campos and Taylor",6300,annual,218929.37960779792,2025-07-06
retailco,RetailCo,"Legal Fees Accrual - Ramsey, Mason and Mccann",6500,monthly,46341.65201353836,2025-12-13
retailco,RetailCo,Contractor Fees Accrual - Davis and Sons,6500,monthly,296074.7722814719,2025-05-07
retailco,RetailCo,Audit Fees Accrual - Peterson PLC,6500,annual,147763.73646196694,2025-08-26
retailco,RetailCo,"Freight/Shipping Accrual - Sanders, Ayala and Johnson",5200,monthly,147038.33180956793,2025-12-16
retailco,RetailCo,Server Hosting Accrual - Bowers-Hayes,6300,monthly,295799.2734662563,2025-11-03
retailco,RetailCo,Audit Fees Accrual - Kelly Group,6500,annual,53489.0851610423,2025-09-20
healthservices_plus,HealthServices Plus,Rent Expense,6200,monthly,145833.33333333334,2025-12-31
healthservices_plus,HealthServices Plus,Utilities,6300,monthly,58333.33333333333,2025-12-31
healthservices_plus,HealthServices Plus,Insurance,6400,quarterly,349999.99999999994,2025-12-31
healthservices_plus,HealthServices Plus,Professional Fees,6500,monthly,87499.99999999999,2025-12-31
healthservices_plus,HealthServices Plus,Bonus Accrual,6000,annual,1750000.0,2025-12-31
healthservices_plus,HealthServices Plus,Marketing Campaign Accrual - Lopez-Willis,7000,quarterly,44773.55625176355,2025-11-06
healthservices_plus,HealthServices Plus,Software License Accrual - Miller-Montgomery,6300,monthly,49628.92077691336,2025-08-05
healthservices_plus,HealthServices Plus,Consulting Fees Accrual - Marquez Inc,6500,monthly,48074.376246525186,2025-05-09
healthservices_plus,HealthServices Plus,Software License Accrual - Moore-Dawson,6300,monthly,20792.872418167943,2025-05-15
healthservices_plus,HealthServices Plus,"Interest Expense Accrual - Moore, Price and Ward",9500,monthly,49636.75553018057,2025-08-15
healthservices_plus,HealthServices Plus,Contractor Fees Accrual - Smith LLC,6500,monthly,4779.52033983824,2025-03-25
healthservices_plus,HealthServices Plus,Contractor Fees Accrual - Ward-Nelson,6500,monthly,37636.80277124119,2025-01-16
healthservices_plus,HealthServices Plus,Marketing Campaign Accrual - Miller Group,7000,quarterly,6961.25056646472,2025-08-22
healthservices_plus,HealthServices Plus,Freight/Shipping Accrual - Hawkins-Hunt,5200,monthly,5408.5606489681495,2025-06-11
healthservices_plus,HealthServices Plus,Warranty Provision - Johnson LLC,5200,annual,42915.902952487035,2025-11-19
healthservices_plus,HealthServices Plus,"Travel Expense Accrual - Davis, George and Nguyen",7200,monthly,18180.999910591763,2025-12-04
healthservices_plus,HealthServices Plus,Marketing Campaign Accrual - Smith-Gutierrez,7000,quarterly,52926.42056402389,2025-03-17
healthservices_plus,HealthServices Plus,Audit Fees Accrual - Hardy PLC,6500,annual,4783.645143581128,2025-07-18
healthservices_plus,HealthServices Plus,Server Hosting Accrual - Armstrong and Sons,6300,monthly,26423.252429387823,2025-08-26
healthservices_plus,HealthServices Plus,"Server Hosting Accrual - James, Taylor and Turner",6300,monthly,46847.508432420145,2025-09-07
healthservices_plus,HealthServices Plus,Freight/Shipping Accrual - Thomas-Jackson,5200,monthly,15719.845178956066,2025-01-18
healthservices_plus,HealthServices Plus,Interest Expense Accrual - Fisher-Washington,9500,monthly,54065.87726817481,2025-11-03
healthservices_plus,HealthServices Plus,Marketing Campaign Accrual - Ward and Sons,7000,quarterly,6429.2463365977555,2025-10-03
healthservices_plus,HealthServices Plus,"Warranty Provision - Weber, Wheeler and Gonzalez",5200,annual,31802.40411042056,2025-07-05
healthservices_plus,HealthServices Plus,Interest Expense Accrual - Taylor Inc,9500,monthly,55328.048468861125,2025-11-11
healthservices_plus,HealthServices Plus,Contractor Fees Accrual - Cook-Oliver,6500,monthly,57851.60492548917,2025-07-21
healthservices_plus,HealthServices Plus,Freight/Shipping Accrual - Alexander-Jordan,5200,monthly,15748.960054759344,2025-11-04
healthservices_plus,HealthServices Plus,"Marketing Campaign Accrual - Mccann, Taylor and Flores",7000,quarterly,36724.65908927855,2025-07-11
healthservices_plus,HealthServices Plus,"Server Hosting Accrual - Harris, Edwards and Oconnell",6300,monthly,35289.652706737215,2025-05-14
healthservices_plus,HealthServices Plus,Consulting Fees Accrual - Carter-Neal,6500,monthly,13852.75131253079,2025-08-27
healthservices_plus,HealthServices Plus,Marketing Campaign Accrual - Faulkner-Casey,7000,quarterly,40663.050450732975,2025-05-16
healthservices_plus,HealthServices Plus,Contractor Fees Accrual - Bennett-Velasquez,6500,monthly,25145.18973003641,2025-07-17
healthservices_plus,HealthServices Plus,Server Hosting Accrual - Diaz-Frederick,6300,monthly,9903.144191280995,2025-08-22
healthservices_plus,HealthServices Plus,Marketing Campaign Accrual - Vargas PLC,7000,quarterly,47209.38202309218,2025-01-16
healthservices_plus,HealthServices Plus,Freight/Shipping Accrual - Maldonado PLC,5200,monthly,48132.46434542468,2025-10-11
healthservices_plus,HealthServices Plus,Freight/Shipping Accrual - Benton Group,5200,monthly,23614.163814976007,2025-08-27
healthservices_plus,HealthServices Plus,"Marketing Campaign Accrual - Clark, Salinas and Guerra",7000,quarterly,22912.029893442883,2025-07-17
healthservices_plus,HealthServices Plus,Warranty Provision - Fuentes Group,5200,annual,18727.040325299702,2025-07-27
healthservices_plus,HealthServices Plus,"Commission Accrual - Porter, Schultz and Allen",6000,monthly,21898.525812100794,2025-07-18
healthservices_plus,HealthServices Plus,"Consulting Fees Accrual - Moore, Henderson and Bennett",6500,monthly,13284.472809740237,2025-10-18
healthservices_plus,HealthServices Plus,Marketing Campaign Accrual - Ewing-Mendoza,7000,quarterly,43829.27184610256,2025-09-10
healthservices_plus,HealthServices Plus,Legal Fees Accrual - Ferguson-Mclean,6500,monthly,22016.756472313096,2025-07-26
healthservices_plus,HealthServices Plus,"Consulting Fees Accrual - Barnes, Johnson and Schmitt",6500,monthly,34630.10853874268,2025-03-26
healthservices_plus,HealthServices Plus,"Freight/Shipping Accrual - Woodard, Herrera and Little",5200,monthly,22311.90882215623,2025-06-14
healthservices_plus,HealthServices Plus,Freight/Shipping Accrual - Rodriguez and Sons,5200,monthly,34235.76006368687,2025-04-19
healthservices_plus,HealthServices Plus,"Contractor Fees Accrual - Ortega, Jackson and Salazar",6500,monthly,40601.56559135992,2025-06-20
healthservices_plus,HealthServices Plus,"Commission Accrual - Terrell, Byrd and Ross",6000,monthly,43121.46583589244,2025-02-22
healthservices_plus,HealthServices Plus,Commission Accrual - Sheppard-Jordan,6000,monthly,8164.57151849648,2025-08-13
healthservices_plus,HealthServices Plus,Commission Accrual - Garcia and Sons,6000,monthly,52593.40239230452,2025-02-04
healthservices_plus,HealthServices Plus,"Marketing Campaign Accrual - Burgess, Grant and Watts",7000,quarterly,57540.10326049793,2025-11-02
healthservices_plus,HealthServices Plus,Commission Accrual - Griffin Group,6000,monthly,47992.212038006146,2025-02-04
healthservices_plus,HealthServices Plus,Server Hosting Accrual - Barton-Chapman,6300,monthly,50825.3345698798,2025-03-04
healthservices_plus,HealthServices Plus,"Marketing Campaign Accrual - Hernandez, Cuevas and Webb",7000,quarterly,4240.371694775674,2025-02-26
healthservices_plus,HealthServices Plus,Travel Expense Accrual - Perry-Nixon,7200,monthly,41574.27537150741,2025-12-27
healthservices_plus,HealthServices Plus,Contractor Fees Accrual - Guerra Ltd,6500,monthly,50821.112393190706,2025-01-09
healthservices_plus,HealthServices Plus,Server Hosting Accrual - Bailey LLC,6300,monthly,19638.681618526265,2025-11-02
healthservices_plus,HealthServices Plus,Server Hosting Accrual - Mueller-Boyd,6300,monthly,32680.14514108395,2025-01-22
healthservices_plus,HealthServices Plus,Equipment Maintenance - Alvarez-Kim,6300,quarterly,4324.292060953773,2025-06-02
healthservices_plus,HealthServices Plus,"Server Hosting Accrual - Chavez, Jones and Williams",6300,monthly,9900.175606539928,2025-07-20
healthservices_plus,HealthServices Plus,"Audit Fees Accrual - Wilson, Sweeney and Wong",6500,annual,49984.74922642108,2025-07-01
healthservices_plus,HealthServices Plus,"Server Hosting Accrual - Marsh, Spears and Yang",6300,monthly,17977.76262222454,2025-02-12
healthservices_plus,HealthServices Plus,"Audit Fees Accrual - Thompson, Moore and Castro",6500,annual,5776.841811834984,2025-06-16
healthservices_plus,HealthServices Plus,Property Tax Accrual - Hall-Sullivan,6300,annual,54460.53400167685,2025-07-19
healthservices_plus,HealthServices Plus,Software License Accrual - Lopez Ltd,6300,monthly,35518.784034374985,2025-01-06
healthservices_plus,HealthServices Plus,Travel Expense Accrual - Foster-Mclaughlin,7200,monthly,36365.40243126984,2025-05-21
healthservices_plus,HealthServices Plus,Commission Accrual - Cole Group,6000,monthly,23706.22339388116,2025-10-04
healthservices_plus,HealthServices Plus,Server Hosting Accrual - Smith-Lewis,6300,monthly,18828.485103210187,2025-12-18
healthservices_plus,HealthServices Plus,Contractor Fees Accrual - Goodwin-Stokes,6500,monthly,42613.06330221497,2025-04-09
healthservices_plus,HealthServices Plus,Audit Fees Accrual - Ray PLC,6500,annual,29938.26336972326,2025-08-11
healthservices_plus,HealthServices Plus,Software License Accrual - Diaz and Sons,6300,monthly,22716.399013938662,2025-12-26
healthservices_plus,HealthServices Plus,Freight/Shipping Accrual - Wilson-Lambert,5200,monthly,51122.98355357938,2025-10-09
healthservices_plus,HealthServices Plus,Legal Fees Accrual - Rose-Fowler,6500,monthly,45260.83208167648,2025-10-14
healthservices_plus,HealthServices Plus,"Equipment Maintenance - Price, Long and Wilson",6300,quarterly,48995.08954593493,2025-08-23
healthservices_plus,HealthServices Plus,Commission Accrual - Bruce-Williamson,6000,monthly,40451.98947035108,2025-12-27
healthservices_plus,HealthServices Plus,"Software License Accrual - Mccarthy, Evans and Mendez",6300,monthly,8713.630050633752,2025-12-27
healthservices_plus,HealthServices Plus,Warranty Provision - Powers LLC,5200,annual,41325.40073986854,2025-04-25
healthservices_plus,HealthServices Plus,Travel Expense Accrual - Allen Inc,7200,monthly,17694.284641114464,2025-08-22
healthservices_plus,HealthServices Plus,Equipment Maintenance - Brooks and Sons,6300,quarterly,18972.29126127782,2025-04-21
healthservices_plus,HealthServices Plus,"Property Tax Accrual - Price, Carlson and Andrews",6300,annual,6921.411316222974,2025-11-02
healthservices_plus,HealthServices Plus,Warranty Provision - Lopez-Reid,5200,annual,11811.19735456047,2025-10-23
healthservices_plus,HealthServices Plus,"Audit Fees Accrual - Ellison, Arias and Thompson",6500,annual,4052.354519467146,2025-05-27
healthservices_plus,HealthServices Plus,Software License Accrual - Burns and Sons,6300,monthly,40201.0938601004,2025-01-07
healthservices_plus,HealthServices Plus,Equipment Maintenance - Edwards Group,6300,quarterly,24246.817013373897,2025-12-09
healthservices_plus,HealthServices Plus,"Interest Expense Accrual - Brown, Howard and Smith",9500,monthly,38438.317580326315,2025-10-27
healthservices_plus,HealthServices Plus,Interest Expense Accrual - Lee Group,9500,monthly,25274.657664446953,2025-12-04
healthservices_plus,HealthServices Plus,"Legal Fees Accrual - Wagner, Simpson and Cohen",6500,monthly,8346.17973004777,2025-09-21
healthservices_plus,HealthServices Plus,Legal Fees Accrual - Mckinney-Wallace,6500,monthly,22528.992080566954,2025-07-18
healthservices_plus,HealthServices Plus,Software License Accrual - Miller Inc,6300,monthly,26634.005592350244,2025-12-09
healthservices_plus,HealthServices Plus,Server Hosting Accrual - Carter LLC,6300,monthly,26448.237286747124,2025-07-14
healthservices_plus,HealthServices Plus,Commission Accrual - Medina and Sons,6000,monthly,43067.422523595655,2025-10-24
healthservices_plus,HealthServices Plus,Legal Fees Accrual - Cunningham-Barton,6500,monthly,48331.24785272685,2025-04-10
healthservices_plus,HealthServices Plus,Audit Fees Accrual - Dunn-Wilson,6500,annual,52712.76944217171,2025-10-02
healthservices_plus,HealthServices Plus,Warranty Provision - Adams PLC,5200,annual,12426.629381839299,2025-04-19
healthservices_plus,HealthServices Plus,Marketing Campaign Accrual - Weaver-Sherman,7000,quarterly,4802.515636591944,2025-05-08
healthservices_plus,HealthServices Plus,"Audit Fees Accrual - Alexander, Robinson and Coleman",6500,annual,40267.46824381618,2025-09-27
